Data,Model,VanA,C_Harrell,C_Uno,C_Gonen,IGS,ILL,RMSE,MAE
Sim20,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,0.946561591,0.58395493,0.58395493,0.623130381,0.126885735,0.012220396,0.647208652,0.484983808
Sim20,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.474495848,0.588860273,0.588860273,0.547821581,0.150816256,0.00474137,0.541190764,0.438098096
Sim20,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.947259669,0.583343446,0.583343446,0.535381138,0.126763052,0.012059965,0.646617618,0.484557615
Sim20,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.946879676,0.583785236,0.583785236,0.522616744,0.126902549,0.012446728,3.237421892,3.194416138
Sim20,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.938600619,0.583144069,0.583144069,0.631780744,0.127882575,0.014543108,0.736961276,0.556618812
Sim20,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,2.734568671,0.563681722,0.563681722,0.527122796,0.127534125,0.010639139,0.631345634,0.474441037
Sim20,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,2.735644235,0.564586818,0.564586818,0.526534975,0.127301865,0.010348001,0.628587989,0.472463386
Sim20,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,0.781050089,0.550810933,0.550810933,0.53395009,0.130099519,0.010340399,0.622588054,0.469367519
Sim20,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,8.743818722,0.560885608,0.560885608,0.527936995,0.204191494,0.182068553,0.64109638,0.480351437
Sim20,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.323855403,0.55756557,0.55756557,0.488589525,0.190833399,0.010254475,0.565678691,0.479001741
Sim20,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,2.887150906,0.58582437,0.58582437,0.614162385,0.126282106,0.011901498,0.645667886,0.48364388
Sim20,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,0.966464844,0.569535255,0.569535255,0.526689649,0.12700135,0.010540225,0.642321341,0.479392646
Sim20,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,3.823793709,0.58773154,0.58773154,0.517578185,0.15395305,0.025436786,0.818346938,0.634401497
Sim20,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.949345124,0.585194051,0.585194051,0.618929207,0.126610785,0.012072868,0.646418254,0.48436661
Sim20,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,17734183625,0.584208131,0.584208131,0.999989152,0.481513011,0.445226492,2.2293096,1.968623033
Sim20,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,2.987772688,0.576924205,0.576924205,0.540343463,0.127873181,0.013111663,0.652452027,0.489900665
Sim20,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,1.741627566,0.52752614,0.52752614,0.47639361,0.629355587,0.300838511,1.608626531,1.520368365
Sim20,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,3.009213992,0.56576401,0.56576401,0.533460081,0.128045117,0.012416694,0.654511802,0.492347174
Sim20,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,7.358670906,0.558213413,0.558213413,0.507147908,0.38313878,0.297412466,0.664116799,0.58488772
Sim20,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,10.60532364,0.541601002,0.541601002,0.504104853,0.364173764,0.296927693,0.688007474,0.604322432
Sim20,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,4.221961983,0.510008633,0.510008633,0.502458096,0.136965745,0.012676423,0.701133143,0.522426395
Sim21,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.020321352,0.5,0.5,0.25,0.074673816,0.01585622,0.5499608,0.436753797
Sim21,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.020890007,0.5,0.5,0.25,0.074673998,0.015860525,0.550001167,0.436791735
Sim21,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.020321352,0.5,0.5,0.25,0.074673816,0.01585622,0.555530945,0.44197089
Sim21,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,1.014087552,0.551540792,0.551540792,0.630682707,0.075440956,0.017064807,0.549241544,0.435551539
Sim21,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,1.020321352,0.5,0.5,0.25,0.074673816,0.01585622,0.5499608,0.436753797
Sim21,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,1.013643834,0.551177144,0.551177144,0.511907339,0.075342623,0.016941675,0.549129904,0.435537551
Sim21,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,1.012616465,0.551336944,0.551336944,0.524870455,0.075402352,0.01782087,2.682045095,2.658906519
Sim21,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,1.020321352,0.5,0.5,0.25,0.074673816,0.01585622,0.5499608,0.436753797
Sim21,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,8.647285793,0.547816217,0.547816217,0.505068481,0.073639209,0.015518881,0.541471789,0.428701478
Sim21,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,8.69140822,0.546989739,0.546989739,0.505059838,0.073613947,0.015573775,0.541678552,0.42856278
Sim21,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,0.944779303,0.539761007,0.539761007,0.507629037,0.074432199,0.015551189,0.541598697,0.428978612
Sim21,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,41.56004826,0.540427685,0.540427685,0.511186004,0.367867835,0.200251573,0.545097588,0.432392334
Sim21,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.355280829,0.526165724,0.526165724,0.369483173,0.098491824,0.008273637,0.435503865,0.337878726
Sim21,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,8.569448247,0.557606995,0.557606995,0.610146165,0.074115973,0.016509847,0.545163562,0.432077423
Sim21,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.022181746,0.560711741,0.560711741,0.512958884,0.074493891,0.015825781,0.5492948,0.436186042
Sim21,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,3.257324698,0.561799943,0.561799943,0.520152748,0.079519658,0.024912579,0.605530729,0.49376401
Sim21,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,1.030390395,0.557948589,0.557948589,0.597152948,0.074544506,0.016386307,0.548212977,0.435170223
Sim21,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,7265.270061,0.546466351,0.546466351,0.999937952,0.503650692,0.505735524,1.831059479,1.517918189
Sim21,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,1.097423212,0.529479802,0.529479802,0.514564812,0.077253416,0.018445538,0.559597033,0.445383966
Sim21,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,Inf,0.513418972,0.513418972,0.556900382,0.910588802,0.260650992,1.299527354,1.166379753
Sim21,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,1.015009104,0.525479734,0.525479734,0.511218309,0.075454264,0.017075053,0.549667098,0.435875587
Sim21,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,3.918675605,0.511655867,0.511655867,0.516691804,0.200297114,0.079263442,0.3758005,0.322689644
Sim21,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,1.064418749,0.541920781,0.541920781,0.500047326,0.481657819,0.087320015,1.040078696,0.978907058
Sim21,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,5.25460258,0.516361177,0.516361177,0.50031811,0.079612703,0.011088911,0.520666021,0.410268942
Sim22,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.014727893,0.5,0.5,0.25,0.117093958,0.009144331,0.995613739,0.81574488
Sim22,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.016879247,0.5,0.5,0.25,0.117095393,0.00914192,0.99577671,0.815926163
Sim22,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.014727893,0.5,0.5,0.25,0.117093958,0.009144331,0.99561374,0.815744881
Sim22,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,0.942115972,0.601205766,0.606370091,0.653828561,0.110817843,0.010469195,0.955474123,0.782824231
Sim22,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.248200051,0.603155136,0.608036458,0.593292177,0.190751167,0.029924441,1.365843974,1.133467932
Sim22,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.942510353,0.601121008,0.606313944,0.621494949,0.110753353,0.010419117,0.95464667,0.782588536
Sim22,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.060562659,0.601052642,0.605523884,0.613021672,0.425831157,0.298545468,4.071722204,3.948532158
Sim22,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.947157907,0.601178408,0.606314778,0.654149652,0.110819142,0.010526196,0.95532086,0.783056108
Sim22,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,0.974810947,0.584535897,0.588832498,0.568929553,0.112710116,0.009293362,0.964453568,0.791380308
Sim22,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,0.955064768,0.596708119,0.601439834,0.574738264,0.111375971,0.009166427,0.950100758,0.781904602
Sim22,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.531358189,0.568087518,0.571925044,0.574089825,0.140292195,0.009951344,1.472577185,1.220354732
Sim22,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,5.341968327,0.584596038,0.589657545,0.609111369,0.139547292,0.160571538,0.97351361,0.795269159
Sim22,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.315907492,0.577082694,0.582175076,0.532531798,0.17008248,0.023800352,1.262530323,1.042686447
Sim22,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.941980838,0.601213932,0.606384158,0.653765917,0.110814555,0.01045636,0.955410636,0.782784271
Sim22,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.039248873,0.585993171,0.591585815,0.52328217,0.113988606,0.008858784,0.971412671,0.798232783
Sim22,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,8.862731398,0.604765534,0.609331727,0.523617327,0.350375594,0.027270562,3.090116639,2.935401935
Sim22,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.950347313,0.603040338,0.608252406,0.6465891,0.110215662,0.010189576,0.949182786,0.77934713
Sim22,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,1.36039E+11,0.605131924,0.609513402,0.999938011,0.439849504,0.350264861,3.391430353,2.999648546
Sim22,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,1.02786172,0.575023949,0.578432381,0.505808473,0.116491423,0.009126637,0.99100957,0.812480775
Sim22,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.905827892,0.569517434,0.572591007,0.501065791,0.161864553,0.008203302,0.997377458,0.81174629
Sim22,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.94136876,0.543250859,0.547780454,0.582001328,0.117446322,0.009939685,1.003673709,0.823294492
Sim22,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.490390921,0.596194148,0.600208938,0.534913659,0.166133336,0.015525667,0.963016133,0.790191573
Sim22,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.690466647,0.562334955,0.567001939,0.609136879,0.142611111,0.010774746,1.082740548,0.887947168
Sim22,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,1.586149784,0.584358156,0.587573588,0.675509989,0.225448018,0.009899505,2.581274928,2.359883252
Sim23,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,0.99201691,0.5,0.5,0.25,0.092899188,0.012858378,1.033303334,0.854236261
Sim23,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,0.995643263,0.5,0.5,0.25,0.092897221,0.012858005,1.033800422,0.854758558
Sim23,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,0.99201691,0.5,0.5,0.25,0.092899188,0.012858378,1.033303337,0.854236264
Sim23,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,0.899331801,0.57726413,0.593931079,0.645396411,0.089368111,0.014029747,1.007352585,0.823754572
Sim23,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.326990386,0.582170188,0.598262906,0.575080931,0.132128243,0.022897689,1.208366144,0.977939735
Sim23,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.898976474,0.577396333,0.594188988,0.613356054,0.089310799,0.013966532,1.006448397,0.823200151
Sim23,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.909916068,0.577065825,0.594451368,0.532327175,0.089466819,0.014101699,3.95798766,3.823728473
Sim23,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.901005724,0.57676363,0.593652308,0.645068586,0.089318262,0.014084272,1.007014142,0.82443346
Sim23,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.351961981,0.554419696,0.557590842,0.555126905,0.102368756,0.013037856,1.19288058,0.981533078
Sim23,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.036317281,0.56141752,0.571888328,0.562354624,0.093543009,0.012753662,1.041247399,0.859644866
Sim23,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.769825464,0.555392385,0.563162506,0.561026812,0.150059254,0.014922613,1.622095812,1.372378007
Sim23,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,21.48736726,0.550255001,0.564255357,0.616024673,0.190853963,0.372120241,1.04349487,0.8539764
Sim23,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.309509307,0.561804712,0.581660271,0.554191887,0.134294288,0.025064603,1.21292527,0.994573789
Sim23,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.905964571,0.578671277,0.595891237,0.639195085,0.088887198,0.013782469,1.000843683,0.819974048
Sim23,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.014750319,0.565983593,0.583779931,0.52862221,0.090606263,0.012649136,1.013671989,0.837997998
Sim23,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,7.550627327,0.581698,0.594717085,0.520463586,0.288755546,0.030313436,2.650866239,2.460278241
Sim23,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.915423021,0.579842269,0.597643673,0.634003401,0.088488209,0.013646658,0.995914523,0.817242592
Sim23,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,Inf,0.576928914,0.590451241,0.999987245,0.430072501,0.455217856,3.264623287,2.868274684
Sim23,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.95250216,0.581650794,0.596362114,0.56724149,0.088826556,0.012841262,0.992497126,0.819580711
Sim23,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.507681369,0.547797263,0.556729674,0.533628821,0.136090408,0.015471989,1.006577887,0.828500461
Sim23,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.909474135,0.542591393,0.541406572,0.586455524,0.094098015,0.013868375,1.04384602,0.859325444
Sim23,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.4283323,0.57254225,0.587672472,0.591730297,0.141855164,0.01739318,1.014138829,0.835126366
Sim23,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.696641409,0.574445188,0.576611936,0.533047915,0.102005386,0.012105379,1.032349764,0.834291875
Sim23,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,62.37804125,0.520070374,0.514512956,0.50597173,0.579990228,0.101890115,3.762636975,3.615661137
Sim24,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.0380446,0.5,0.5,0.25,0.125811611,0.016782031,1.137490123,0.961598499
Sim24,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.042034431,0.5,0.5,0.25,0.125841389,0.016786302,1.142533965,0.965854006
Sim24,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.0380446,0.5,0.5,0.25,0.125811611,0.016782031,1.137490132,0.961598506
Sim24,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,0.966562693,0.551457047,0.593334317,0.646231234,0.121518338,0.018092636,1.136824583,0.951644516
Sim24,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.494215368,0.557938933,0.597908497,0.551807404,0.149881542,0.016706248,0.960629106,0.807630943
Sim24,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.96035595,0.55228132,0.594021142,0.61884129,0.121397377,0.017962273,1.13427148,0.950051942
Sim24,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,1.006517836,0.55188787,0.594310522,0.534471214,0.122714639,0.018295296,3.609031643,3.47523636
Sim24,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.974628306,0.550988674,0.593288183,0.648917556,0.121840901,0.018283267,1.134553988,0.950301169
Sim24,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,1.081889705,0.560449243,0.57099551,0.540144145,0.124955852,0.016619055,1.299546203,1.096019107
Sim24,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.063730879,0.560299337,0.57489711,0.542735875,0.12418325,0.016459974,1.258692173,1.058331933
Sim24,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.116946369,0.552225113,0.569099665,0.541139007,0.126686717,0.016594832,1.364913346,1.151343548
Sim24,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,3.381094512,0.563240588,0.575159192,0.582304657,0.185379382,0.217282213,1.129986274,0.951853718
Sim24,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.301051249,0.557512701,0.574629247,0.556802213,0.180262198,0.027865585,1.020898377,0.836450371
Sim24,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.935260669,0.5586133,0.584937513,0.619931221,0.122431754,0.017294064,1.097431676,0.931910424
Sim24,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.052396748,0.526808023,0.562334657,0.4482449,0.123458033,0.016674522,1.131804457,0.958393117
Sim24,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,8.960868878,0.554164052,0.593760312,0.511212766,0.345635234,0.036220029,3.701700775,3.573207187
Sim24,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.981328724,0.555512905,0.597325325,0.628821373,0.119923176,0.017548182,1.113790675,0.936883366
Sim24,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,846.4344284,0.557283223,0.585414827,0.99994576,0.456695631,0.591972306,2.983574611,2.562359279
Sim24,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,1.100453226,0.54669863,0.546527028,0.522153616,0.125436226,0.017177832,1.165884966,0.983189524
Sim24,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.101236576,0.451821387,0.48871851,0.510818422,0.37712416,0.074507506,1.028813948,0.834163607
Sim24,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,1.007311961,0.540975451,0.556988358,0.576434612,0.124817447,0.017180159,1.139323873,0.950643153
Sim24,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.287034958,0.537968695,0.58071661,0.564781547,0.211698439,0.02630312,1.021998324,0.86660136
Sim24,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.679783291,0.466358811,0.482302397,0.515455961,0.137666665,0.01380359,1.047184285,0.885475126
Sim24,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,0.70732605,0.535224199,0.558151662,0.697140992,0.241656593,0.016633165,3.194242003,2.942447127
Sim25,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.018673107,0.5,0.5,0.25,0.081162498,0.009045275,0.998488514,0.812991501
Sim25,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.012123261,0.5,0.5,0.25,0.081164018,0.009042576,0.998634061,0.81319677
Sim25,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.018673107,0.5,0.5,0.25,0.081162498,0.009045275,0.998488514,0.812991502
Sim25,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,0.918274556,0.599651635,0.605204582,0.655415058,0.076829033,0.010341463,0.953766372,0.777021773
Sim25,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.207951602,0.602511048,0.607851088,0.603652775,0.142427543,0.036265467,1.434089557,1.200458361
Sim25,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.918235615,0.599738002,0.605290055,0.622440338,0.076823525,0.010325607,0.953645541,0.776973892
Sim25,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.933918496,0.59971571,0.60529089,0.535075724,0.077189716,0.010551414,4.083398922,3.959757834
Sim25,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.926903449,0.599353433,0.604914904,0.655195951,0.07682787,0.010405317,0.953876908,0.777542747
Sim25,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,0.926119253,0.591371596,0.596437752,0.576062143,0.077774982,0.009268641,0.956558366,0.779483642
Sim25,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,1.006796777,0.590148151,0.594996393,0.575703502,0.079905484,0.009009118,0.975210705,0.79222033
Sim25,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,1.181995578,0.571776569,0.576032937,0.5827564,0.090399009,0.009218547,1.12974762,0.9027797
Sim25,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,11.29869946,0.576514363,0.581371009,0.618342102,0.122543257,0.248599779,0.984752447,0.800059472
Sim25,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.300681266,0.572136045,0.576149523,0.551291943,0.120536358,0.046791801,1.292507022,1.063292751
Sim25,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.92598269,0.600682795,0.606241107,0.649446368,0.076534877,0.010116368,0.949766546,0.77458493
Sim25,surv.kaplan.ml_gbm_mboost_cindex.tuned.compose_distr.compose_crank,1.045662324,0.58532393,0.591047227,0.526682556,0.078844493,0.008738434,0.972447386,0.793912859
Sim25,surv.kaplan.ml_gbm_mboost_gehan.tuned.compose_distr.compose_crank,8.828346672,0.596670985,0.60223335,0.516014218,0.271582934,0.027097934,3.081189856,2.925064735
Sim25,surv.kaplan.ml_gbm_coxboost.compose_distr.compose_crank,0.936359985,0.601056278,0.606634796,0.641443014,0.076285472,0.009878878,0.94650153,0.772244341
Sim25,surv.kaplan.scale.encode.nop.ml_svm_van.tuned.compose_distr.compose_crank,1.03644E+15,0.600270331,0.605271161,0.999972045,0.389558362,0.349276045,3.38203633,2.989428544
Sim25,surv.kaplan.scale.encode.nop.ml_ann_coxtime.tuned.compose_distr.compose_crank,0.989607834,0.572347879,0.577538013,0.5670017,0.078128758,0.009342929,0.965055508,0.78021003
Sim25,surv.kaplan.scale.encode.nop.ml_ann_deephit.tuned.compose_distr.compose_crank,0.886089049,0.586970985,0.590874612,0.507379413,0.118886204,0.008555982,0.991593223,0.802936237
Sim25,surv.kaplan.scale.encode.nop.ml_ann_deepsurv.tuned.compose_distr.compose_crank,0.96882566,0.561272502,0.565007091,0.585110128,0.079813099,0.00976791,0.9871114,0.80279358
Sim25,surv.kaplan.scale.encode.nop.ml_ann_loghaz.tuned.compose_distr.compose_crank,0.441698347,0.549754024,0.555207849,0.50354898,0.119193578,0.018637413,0.995674056,0.810457443
Sim25,surv.kaplan.scale.encode.nop.ml_ann_pchaz.tuned.compose_distr.compose_crank,0.688511745,0.59535414,0.599610448,0.564833283,0.098433374,0.01032035,1.074118035,0.879725769
Sim25,surv.kaplan.scale.encode.nop.ml_ann_dnn.tuned.compose_distr.compose_crank,0.498178169,0.49300614,0.492037356,0.601576507,0.156666075,0.022344058,1.74663012,1.471031075
Sim26,surv.kaplan.class_nonpar_kaplan.compose_distr.compose_crank,1.016798897,0.5,0.5,0.25,0.089607646,0.012378513,1.013862971,0.829249758
Sim26,surv.kaplan.class_nonpar_nelson.compose_distr.compose_crank,1.020360732,0.5,0.5,0.25,0.089612761,0.012378604,1.014340823,0.829569687
Sim26,surv.kaplan.class_nonpar_akritas.compose_distr.compose_crank,1.016798897,0.5,0.5,0.25,0.089607646,0.012378513,1.013862974,0.82924976
Sim26,surv.kaplan.class_semipar_coxph.compose_distr.compose_crank,0.932865306,0.59729284,0.61218667,0.647174954,0.084716022,0.013213329,0.970536387,0.788033889
Sim26,surv.kaplan.encode.nop.class_semipar_cvglmnet.tuned.compose_distr.compose_crank,0.312304864,0.596725821,0.611889899,0.578258872,0.132571637,0.024119748,1.225017045,1.014029468
Sim26,surv.kaplan.class_semipar_penalized.tuned.compose_distr.compose_crank,0.932271801,0.594947934,0.61042285,0.614052653,0.084757016,0.013099405,0.969694361,0.788861885
Sim26,surv.kaplan.class_par_param.tuned.compose_distr.compose_crank,0.963456391,0.596019506,0.611322343,0.532973647,0.084866759,0.013362179,4.000563554,3.87278081
Sim26,surv.kaplan.class_par_flex.tuned.compose_distr.compose_crank,0.939004362,0.596648932,0.611622989,0.648045063,0.084673236,0.013329862,0.970348326,0.788939792
Sim26,surv.kaplan.ml_ranfor_rfsrc_brier.tuned.compose_distr.compose_crank,0.910744881,0.580225289,0.594376802,0.583628595,0.087774249,0.0125923,0.98489563,0.804755071
Sim26,surv.kaplan.ml_ranfor_rfsrc_logrank.tuned.compose_distr.compose_crank,0.928057937,0.583747387,0.598118484,0.595802963,0.088141989,0.012786036,0.98870531,0.806329525
Sim26,surv.kaplan.ml_ranfor_ranger_c.tuned.compose_distr.compose_crank,0.957788426,0.58027333,0.58883208,0.585675597,0.090062642,0.01258917,0.997661259,0.813440846
Sim26,surv.kaplan.ml_ranfor_rscif.tuned.compose_distr.compose_crank,9.847164171,0.592228293,0.603801668,0.607948422,0.14008774,0.271675095,0.988070762,0.80340627
Sim26,surv.kaplan.ml_ranfor_rrt.tuned.compose_distr.compose_crank,0.309745676,0.571761131,0.586833537,0.528499603,0.132187491,0.024952338,1.216838221,1.012476063
Sim26,surv.kaplan.ml_gbm_mboost_coxph.tuned.compose_distr.compose_crank,0.947406851,0.59549576,0.611027241,0.627288222,0.084305266,0.012683099,0.961742196,0.786746486
